PRD ID,PRD Title,PRD State,New Feature ID,New Feature Title,New Feature State,Subtask ID,Subtask Title,Subtask State
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-982,Prototype re-write path ,Closed
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-984,Design/documetation for recycler change,Closed
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-1804,Physical read to utilize new BE fast path coding,Resolved
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-2081,Physical read to utilize new BE fast path debug,Resolved
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-2084,data path interface change,Resolved
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-2085,recovery utilize new I/F,Resolved
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-2086,RFS utilize new I/F,Resolved
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-2087,Error handle utilize new I/F,Resolved
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-2088,MST utilize new I/F,Closed
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-2089,integreate test and debug,Resolved
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-2090,get rid of old path and merge AD,Resolved
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-2946,Sync GCU Firmware between FW_Griffin_AD and FW_Griffin_Int_Alpha2_Perf,Closed
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-3316,format/init use new data path,Resolved
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-3318,new data path coding standard clean up,Resolved
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-3319,final path coding standard clean up and review,Resolved
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-3925,Raise Log utilize new I/F,Resolved
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-4180,merge Alpha 2 with AD,Closed
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-4181,modify bottom write with new IF,Closed
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-4198,BEPU RAISE Accumulaltion With New I/F,Closed
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-4424,BBD utilize new I/F,Closed
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-4425,coding new erase interface with new struture,Resolved
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-5510,merge Program fail EH to new I/F,Closed
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-5653,debug pcsim environment for the new data path,Resolved
TITAN-5987,Back End Buffer Allocation,Open,TITAN-2082,BE old data path clean up,Resolved,TITAN-5875,new data path debug,Resolved
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-982,Prototype re-write path ,Closed
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-984,Design/documetation for recycler change,Closed
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-1804,Physical read to utilize new BE fast path coding,Resolved
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-2081,Physical read to utilize new BE fast path debug,Resolved
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-2084,data path interface change,Resolved
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-2085,recovery utilize new I/F,Resolved
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-2086,RFS utilize new I/F,Resolved
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-2087,Error handle utilize new I/F,Resolved
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-2088,MST utilize new I/F,Closed
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-2089,integreate test and debug,Resolved
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-2090,get rid of old path and merge AD,Resolved
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-2946,Sync GCU Firmware between FW_Griffin_AD and FW_Griffin_Int_Alpha2_Perf,Closed
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-3316,format/init use new data path,Resolved
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-3318,new data path coding standard clean up,Resolved
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-3319,final path coding standard clean up and review,Resolved
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-3925,Raise Log utilize new I/F,Resolved
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-4180,merge Alpha 2 with AD,Closed
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-4181,modify bottom write with new IF,Closed
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-4198,BEPU RAISE Accumulaltion With New I/F,Closed
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-4424,BBD utilize new I/F,Closed
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-4425,coding new erase interface with new struture,Resolved
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-5510,merge Program fail EH to new I/F,Closed
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-5653,debug pcsim environment for the new data path,Resolved
TITAN-5986,Back End CPU API,Resolved,TITAN-2082,BE old data path clean up,Resolved,TITAN-5875,new data path debug,Resolved
TITAN-5985,Recycle NAND Blocks,Open,TITAN-541,Core Recycling Throttle Control Band Selection Erase Barrier,Open,TITAN-1030,Recycling Band selection (from hot to cold) (code & review),Resolved
TITAN-5985,Recycle NAND Blocks,Open,TITAN-541,Core Recycling Throttle Control Band Selection Erase Barrier,Open,TITAN-1032,Throttle Control for balancing recycling with host activity (design & review,Open
TITAN-5985,Recycle NAND Blocks,Open,TITAN-541,Core Recycling Throttle Control Band Selection Erase Barrier,Open,TITAN-1033,Throttle Control for balancing recycling with host activity (code & review),Open
TITAN-5985,Recycle NAND Blocks,Open,TITAN-541,Core Recycling Throttle Control Band Selection Erase Barrier,Open,TITAN-1034,Throttle Control for balancing recycling with host activity (testing),Open
TITAN-5985,Recycle NAND Blocks,Open,TITAN-626,BE recycler error handler,Open,TITAN-1465,Review error handling requirements and get signoff from Architecture,Closed
TITAN-5985,Recycle NAND Blocks,Open,TITAN-626,BE recycler error handler,Open,TITAN-1466,BE recycler error handling analyze and design,Resolved
TITAN-5985,Recycle NAND Blocks,Open,TITAN-626,BE recycler error handler,Open,TITAN-1467,Implement and debug the error handling firmware code ,Open
TITAN-5985,Recycle NAND Blocks,Open,TITAN-626,BE recycler error handler,Open,TITAN-1468,Test and review BE recycle error handling ,Open
TITAN-5985,Recycle NAND Blocks,Open,TITAN-626,BE recycler error handler,Open,TITAN-6856,Recycle lower page immediately when programming error for upper page.,Open
TITAN-5985,Recycle NAND Blocks,Open,TITAN-2607,Need feedback path from Free to Stats/Recycling to keep free entries in FRBMT.,Open,TITAN-4390,FRBMT/recycling interaction coding,In Progress
TITAN-5985,Recycle NAND Blocks,Open,TITAN-2607,Need feedback path from Free to Stats/Recycling to keep free entries in FRBMT.,Open,TITAN-4391,FRBMT/recycling interaction testing,Open
TITAN-5985,Recycle NAND Blocks,Open,TITAN-5608,SBMU-BEPU recycler interface change,Open,TITAN-5609,Phase0 implementation for SBMU-BEPU recycler interface change,Resolved
TITAN-5985,Recycle NAND Blocks,Open,TITAN-5608,SBMU-BEPU recycler interface change,Open,TITAN-5611,Test Phase0 implementation for SBMU-BEPU recycler interface change for on-demand recycling,Resolved
TITAN-5985,Recycle NAND Blocks,Open,TITAN-5608,SBMU-BEPU recycler interface change,Open,TITAN-6873,Complete design for Phase 1 SBMU-BEPU recycler interface change,Open
TITAN-5985,Recycle NAND Blocks,Open,TITAN-5608,SBMU-BEPU recycler interface change,Open,TITAN-6874,Implement Phase1 SBMU-BEPU recycler interface change,Open
TITAN-5985,Recycle NAND Blocks,Open,TITAN-5608,SBMU-BEPU recycler interface change,Open,TITAN-6875,Test Phase1 implemenation of SBMU-BEPU recycler interface change,Open
TITAN-5985,Recycle NAND Blocks,Open,TITAN-579,Map Rblock recycling via FLM crawl,Open,TITAN-1255,Review existing FLM based recycling code for completeness.,Open
TITAN-5985,Recycle NAND Blocks,Open,TITAN-579,Map Rblock recycling via FLM crawl,Open,TITAN-1256,Implement control to select MAP recycling type.,Open
TITAN-5985,Recycle NAND Blocks,Open,TITAN-579,Map Rblock recycling via FLM crawl,Open,TITAN-1257,Test FLM based recycling,Open
TITAN-5985,Recycle NAND Blocks,Open,TITAN-531,BE recycler performance tuning,Resolved,TITAN-980,BE recycler data path analyze and redesign ,Closed
TITAN-5985,Recycle NAND Blocks,Open,TITAN-531,BE recycler performance tuning,Resolved,TITAN-981,Prototype physical read path,Closed
TITAN-5985,Recycle NAND Blocks,Open,TITAN-531,BE recycler performance tuning,Resolved,TITAN-983,Prototype implementation and debug ,Closed
TITAN-5984,Map Recovery after Unsafe Shutdown,Open,TITAN-581,Pfail recovery support,Open,TITAN-1260,P-Fail recovery after repeated p-Fails,Open
TITAN-5984,Map Recovery after Unsafe Shutdown,Open,TITAN-581,Pfail recovery support,Open,TITAN-1261,P-Fail logging strategy during repeated p-Fails,Open
TITAN-5984,Map Recovery after Unsafe Shutdown,Open,TITAN-581,Pfail recovery support,Open,TITAN-1262,P-Fail recovery with full p-fail circuit,Resolved
TITAN-5984,Map Recovery after Unsafe Shutdown,Open,TITAN-581,Pfail recovery support,Open,TITAN-1264,Reconstruct map and RUS data structures from data band,Open
TITAN-5984,Map Recovery after Unsafe Shutdown,Open,TITAN-637,Core checkpoint/recovery,Open,TITAN-1517,Review epoch assignments,Resolved
TITAN-5984,Map Recovery after Unsafe Shutdown,Open,TITAN-637,Core checkpoint/recovery,Open,TITAN-1518,Review checkpoint assignments,Resolved
TITAN-5984,Map Recovery after Unsafe Shutdown,Open,TITAN-637,Core checkpoint/recovery,Open,TITAN-1519,SBMU function discover the map earliest-needed-epoch (MENE),In Progress
TITAN-5984,Map Recovery after Unsafe Shutdown,Open,TITAN-637,Core checkpoint/recovery,Open,TITAN-1520,Setting FUA on BE requests (checkpoint/data path ops),Open
TITAN-5984,Map Recovery after Unsafe Shutdown,Open,TITAN-637,Core checkpoint/recovery,Open,TITAN-1521,TRIM recovery support define identify and handle TRIM log messages,In Progress
TITAN-5984,Map Recovery after Unsafe Shutdown,Open,TITAN-637,Core checkpoint/recovery,Open,TITAN-1525,Performance tuning recovery performance tuning,Open
TITAN-5984,Map Recovery after Unsafe Shutdown,Open,TITAN-637,Core checkpoint/recovery,Open,TITAN-1526,Checkpoint write Write Scheduler,Resolved
TITAN-5984,Map Recovery after Unsafe Shutdown,Open,TITAN-637,Core checkpoint/recovery,Open,TITAN-1527,Checkpoint write Read Scheduler,Resolved
TITAN-5984,Map Recovery after Unsafe Shutdown,Open,TITAN-637,Core checkpoint/recovery,Open,TITAN-1528,Griffin Implementation Incremental Checkpoint as part of shutdown,Open
TITAN-5984,Map Recovery after Unsafe Shutdown,Open,TITAN-637,Core checkpoint/recovery,Open,TITAN-2629,Checkpoint Training,Closed
TITAN-5766,Toshiba Bad Block Discovery,Open,TITAN-560,GCU Micron/Toshiba/Intel Bad Block Discovery feature design and implementation.,Open,TITAN-1152,Micron Bad Block - Study,Closed
TITAN-5766,Toshiba Bad Block Discovery,Open,TITAN-560,GCU Micron/Toshiba/Intel Bad Block Discovery feature design and implementation.,Open,TITAN-1153,Toshiba Bad Block Discovery method design and implementation.,Resolved
TITAN-5766,Toshiba Bad Block Discovery,Open,TITAN-560,GCU Micron/Toshiba/Intel Bad Block Discovery feature design and implementation.,Open,TITAN-1155,Intel Bad Block Discovery design and implementation,Open
TITAN-5766,Toshiba Bad Block Discovery,Open,TITAN-560,GCU Micron/Toshiba/Intel Bad Block Discovery feature design and implementation.,Open,TITAN-1159,Micron Bad Block - Design document,Resolved
TITAN-5766,Toshiba Bad Block Discovery,Open,TITAN-560,GCU Micron/Toshiba/Intel Bad Block Discovery feature design and implementation.,Open,TITAN-1160,Micron Bad Block - Design Review,Resolved
TITAN-5766,Toshiba Bad Block Discovery,Open,TITAN-560,GCU Micron/Toshiba/Intel Bad Block Discovery feature design and implementation.,Open,TITAN-1161,Micron Bad Block - BEPU Implementation,Open
TITAN-5766,Toshiba Bad Block Discovery,Open,TITAN-560,GCU Micron/Toshiba/Intel Bad Block Discovery feature design and implementation.,Open,TITAN-1162,Micron Bad Block - code review,Open
TITAN-5766,Toshiba Bad Block Discovery,Open,TITAN-560,GCU Micron/Toshiba/Intel Bad Block Discovery feature design and implementation.,Open,TITAN-1163,Micron Bad Block - Test,Open
TITAN-5765,Micron Bad Block Discovery,Open,TITAN-560,GCU Micron/Toshiba/Intel Bad Block Discovery feature design and implementation.,Open,TITAN-1152,Micron Bad Block - Study,Closed
TITAN-5765,Micron Bad Block Discovery,Open,TITAN-560,GCU Micron/Toshiba/Intel Bad Block Discovery feature design and implementation.,Open,TITAN-1153,Toshiba Bad Block Discovery method design and implementation.,Resolved
TITAN-5765,Micron Bad Block Discovery,Open,TITAN-560,GCU Micron/Toshiba/Intel Bad Block Discovery feature design and implementation.,Open,TITAN-1155,Intel Bad Block Discovery design and implementation,Open
TITAN-5765,Micron Bad Block Discovery,Open,TITAN-560,GCU Micron/Toshiba/Intel Bad Block Discovery feature design and implementation.,Open,TITAN-1159,Micron Bad Block - Design document,Resolved
TITAN-5765,Micron Bad Block Discovery,Open,TITAN-560,GCU Micron/Toshiba/Intel Bad Block Discovery feature design and implementation.,Open,TITAN-1160,Micron Bad Block - Design Review,Resolved
TITAN-5765,Micron Bad Block Discovery,Open,TITAN-560,GCU Micron/Toshiba/Intel Bad Block Discovery feature design and implementation.,Open,TITAN-1161,Micron Bad Block - BEPU Implementation,Open
TITAN-5765,Micron Bad Block Discovery,Open,TITAN-560,GCU Micron/Toshiba/Intel Bad Block Discovery feature design and implementation.,Open,TITAN-1162,Micron Bad Block - code review,Open
TITAN-5765,Micron Bad Block Discovery,Open,TITAN-560,GCU Micron/Toshiba/Intel Bad Block Discovery feature design and implementation.,Open,TITAN-1163,Micron Bad Block - Test,Open
TITAN-5473,Alpha level debug support,Open,TITAN-480,BE change to support Panic Dump,Open,TITAN-750,Handling to avoid bepu write/erase operation halt during panic dump recording,Open
TITAN-5473,Alpha level debug support,Open,TITAN-480,BE change to support Panic Dump,Open,TITAN-751,Interface of GCU for Panic Dump to get debug info from gimp  and also an interface of BEPU to halt a specific GIMP through writing CSR register,Closed
TITAN-5473,Alpha level debug support,Open,TITAN-480,BE change to support Panic Dump,Open,TITAN-752,RFS strandalone reading CRR interface for Panic Dump Recovery in force download flashware mode,Closed
TITAN-5473,Alpha level debug support,Open,TITAN-2638,Support DCF patch via DLMC process,Open,TITAN-5503,Write DCF Patch via DLMC - BE/Core work,Open
TITAN-5473,Alpha level debug support,Open,TITAN-2772,DCF Generation & Handling Infrastructure,Open,TITAN-1656,SCT command to update WWN serial number or any other setting in IDENT or DCF area ,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-2772,DCF Generation & Handling Infrastructure,Open,TITAN-1658,MFB needed with new sections including DCF-Z and DCF M also definition for DCF-P header,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-2772,DCF Generation & Handling Infrastructure,Open,TITAN-1957,Creation of DCF-Z using defaults from xml,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-2772,DCF Generation & Handling Infrastructure,Open,TITAN-1959,Generate documentation from DCF description,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-2772,DCF Generation & Handling Infrastructure,Open,TITAN-1960,Enhance FEPU to handle DCF-Z as overlay,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-2772,DCF Generation & Handling Infrastructure,Open,TITAN-1962,Implement NVMe command to read and write DCF records ,Closed
TITAN-5473,Alpha level debug support,Open,TITAN-2772,DCF Generation & Handling Infrastructure,Open,TITAN-3388,Update PRDtoXML spreadsheet with latest status,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-589,RPC Security features,Resolved,TITAN-2154,Convert RPC design doc to be word and include security,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-589,RPC Security features,Resolved,TITAN-2155,Implement RPC security framework,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-589,RPC Security features,Resolved,TITAN-2160,Implement RPC Broadcast Events,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-589,RPC Security features,Resolved,TITAN-2161,Integrate RPC security framework,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-589,RPC Security features,Resolved,TITAN-5917,Tied RPC security framework to RPC over SCT,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-589,RPC Security features,Resolved,TITAN-5918,Tied in RCP security framework to eCLI,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-2270,Create mechanism in Flashware to program EEPROM,Resolved,TITAN-2316,Design diagnostic code for EEPROM programming,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-2270,Create mechanism in Flashware to program EEPROM,Resolved,TITAN-2317,Implement  EEPROM programming backend ,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-2270,Create mechanism in Flashware to program EEPROM,Resolved,TITAN-2318,Implement  Diagnostic EEPROM programming command handling code,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-2270,Create mechanism in Flashware to program EEPROM,Resolved,TITAN-2319,Unit test  Diagnostic EEPROM programming code,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-2270,Create mechanism in Flashware to program EEPROM,Resolved,TITAN-2320,Integration  Diagnostic EEPROM programming code,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-2270,Create mechanism in Flashware to program EEPROM,Resolved,TITAN-5884,Add a unit test to exercise new Titan Unit Test Framework,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-2270,Create mechanism in Flashware to program EEPROM,Resolved,TITAN-5962,CLONE - Unit test  Diagnostic EEPROM programming code,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-2715,Panic Dump Extract/Status Commands,Resolved,TITAN-2786,Get Panic Dump Status Command,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-2715,Panic Dump Extract/Status Commands,Resolved,TITAN-2787,Extract Panic Dump Command,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-2715,Panic Dump Extract/Status Commands,Resolved,TITAN-2791,Unit test Get Panic Dump Status Command,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-2715,Panic Dump Extract/Status Commands,Resolved,TITAN-2792,Integration Get Panic Dump Status Command,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-2715,Panic Dump Extract/Status Commands,Resolved,TITAN-2793,Unit Test Extract Panic Dump Command,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-2715,Panic Dump Extract/Status Commands,Resolved,TITAN-2794,Integration Test Extract Panic Dump Command,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-3239,Update DCF schema files to include information needed by config manager,Resolved,TITAN-3242,Enhance SataSchema.xml file to meet config manager needs,Closed
TITAN-5473,Alpha level debug support,Open,TITAN-3239,Update DCF schema files to include information needed by config manager,Resolved,TITAN-3243,Enhance PcieSchema.xml file to meet config manager needs,Closed
TITAN-5473,Alpha level debug support,Open,TITAN-3239,Update DCF schema files to include information needed by config manager,Resolved,TITAN-3245,Enhance AhciSchema.xml file to meet config manager needs,Closed
TITAN-5473,Alpha level debug support,Open,TITAN-3239,Update DCF schema files to include information needed by config manager,Resolved,TITAN-3246,Enhance AtaSchema.xml file to meet config manager needs,Closed
TITAN-5473,Alpha level debug support,Open,TITAN-3239,Update DCF schema files to include information needed by config manager,Resolved,TITAN-3247,Enhance NvmeSchema.xml file to meet config manager needs,Closed
TITAN-5473,Alpha level debug support,Open,TITAN-3239,Update DCF schema files to include information needed by config manager,Resolved,TITAN-3248,Enhance FrontendSchema.xml file to meet config manager needs,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-3239,Update DCF schema files to include information needed by config manager,Resolved,TITAN-3249,Enhance CoreSchema.xml file to meet config manager needs,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-3239,Update DCF schema files to include information needed by config manager,Resolved,TITAN-3250,Enhance BackendSchema.xml file to meet config manager needs,Closed
TITAN-5473,Alpha level debug support,Open,TITAN-3239,Update DCF schema files to include information needed by config manager,Resolved,TITAN-3251,Enhance ConfigGimpSchema.xml file to meet config manager needs,Closed
TITAN-5473,Alpha level debug support,Open,TITAN-3239,Update DCF schema files to include information needed by config manager,Resolved,TITAN-3252,Enhance ConfigRootRecordSchema.xml file to meet config manager needs,Closed
TITAN-5473,Alpha level debug support,Open,TITAN-3239,Update DCF schema files to include information needed by config manager,Resolved,TITAN-3253,Enhance FlashPolicySchema.xml file to meet config manager needs,Closed
TITAN-5473,Alpha level debug support,Open,TITAN-609,Diagnostics API: Panic Log implementation,Closed,TITAN-1366,Update design document,Closed
TITAN-5473,Alpha level debug support,Open,TITAN-609,Diagnostics API: Panic Log implementation,Closed,TITAN-1368,Design Diagnostic Extraction,Closed
TITAN-5473,Alpha level debug support,Open,TITAN-609,Diagnostics API: Panic Log implementation,Closed,TITAN-1373,Connect Panic dump to ASSERT,Closed
TITAN-5473,Alpha level debug support,Open,TITAN-609,Diagnostics API: Panic Log implementation,Closed,TITAN-1374,Implement Panic Dump Diagnostic API,Closed
TITAN-5473,Alpha level debug support,Open,TITAN-1797,Log DIGS to NVM Flash,Design,TITAN-1798,Design for log DIGs to NVM flash,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-1797,Log DIGS to NVM Flash,Design,TITAN-1799,Prototype for Log DIGs to NVM Flash,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-1797,Log DIGS to NVM Flash,Design,TITAN-1800,Unit Test for Log DIGs to NVM Flash,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-1797,Log DIGS to NVM Flash,Design,TITAN-1801,Integration Test for Log DIGs to NVM Flash,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-1797,Log DIGS to NVM Flash,Design,TITAN-2663,FE needs to notify SBMU of the supported HPA range for DIGS to NVM flash ,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-1797,Log DIGS to NVM Flash,Design,TITAN-2664,Recovery needs to intiate loading of the flash control block for the DIGS to NVM flash,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-1797,Log DIGS to NVM Flash,Design,TITAN-5763,Need to modify SbmuDcf.c to be able to load default values of FepuAdminNonUserLbaMap.h after they have been moved to FE dcf,Open
TITAN-5473,Alpha level debug support,Open,TITAN-1797,Log DIGS to NVM Flash,Design,TITAN-5786,Add DCF entry for non-user LBA used by admin,Open
TITAN-5473,Alpha level debug support,Open,TITAN-1697,DCF Infrastructure,Code,TITAN-1698,Design DCF FW parsing and handling ,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-1697,DCF Infrastructure,Code,TITAN-1699,Prototype coding for DCF FW parsing and handling,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-1697,DCF Infrastructure,Code,TITAN-1700,Unit Test for DCF FW parsing and handling,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-1697,DCF Infrastructure,Code,TITAN-1701,Integration test for DCF indexing library,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-1697,DCF Infrastructure,Code,TITAN-1961,Develop mechanism to write DCF-R  to RFS,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-1697,DCF Infrastructure,Code,TITAN-3387,Port indexing library to Griffin firmware,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-1697,DCF Infrastructure,Code,TITAN-4067,DCF prototype library - review and design doc update,Closed
TITAN-5473,Alpha level debug support,Open,TITAN-1697,DCF Infrastructure,Code,TITAN-4146,Design review and code modifications,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-1697,DCF Infrastructure,Code,TITAN-4155,Initial infrastructure port for new DCF API's,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-1697,DCF Infrastructure,Code,TITAN-4254,Push the new infrastructure for common DCF APIs for loading config structures,Closed
TITAN-5473,Alpha level debug support,Open,TITAN-1697,DCF Infrastructure,Code,TITAN-4255,support for 64-bit type values in the DCF schemas in keyed-fields (alignment issue),Closed
TITAN-5473,Alpha level debug support,Open,TITAN-1697,DCF Infrastructure,Code,TITAN-5171,CLONE - support for 64-bit type values in the DCF schemas in keyed-fields (alignment issue),Closed
TITAN-5473,Alpha level debug support,Open,TITAN-1697,DCF Infrastructure,Code,TITAN-5964,FW to consume the configuration entries provided in DCF Schema xml files,Closed
TITAN-5473,Alpha level debug support,Open,TITAN-1697,DCF Infrastructure,Code,TITAN-6113,Develop API to regenerate DCF-R from new ZMP,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-1697,DCF Infrastructure,Code,TITAN-6674,Update DCF documentation,Open
TITAN-5473,Alpha level debug support,Open,TITAN-1697,DCF Infrastructure,Code,TITAN-6968,Initial support for DCF-P for integration with tools,Resolved
TITAN-5473,Alpha level debug support,Open,TITAN-1697,DCF Infrastructure,Code,TITAN-6990,PCIe vendor ID and Device ID to be in DCF-M for tools team,Resolved
